,SubjectInfo.subjID,Trials.trialID,absolute_onset,Trials.audio_lag_vs_video_lag,absolute_offset,SubjectInfo.testAge,SubjectInfo.gender,Trials.leftImage,Trials.rightImage,Trials.targetImage,Trials.targetAudio,Trials.trialType,Trials.carrier_onset,Trials.target_onset,Trials.target_offset,Trials.article_length,Trials.order,SubjectInfo.age_at_birth,SubjectInfo.language_list,SubjectInfo.condition_list,Trials.ordinal
0,MGVZH3,easy-snail-cow,2025-01-29 20:04:07.906,300.0,2025-01-29 20:04:15.473,720,f,snail,cow,snail,where,easy,2,3.1367480000000003,4.016907000000001,0.156,31,40 or more weeks,en fr cmn,,18
0,QEKHZQ,hard-turkey-goat-distractor,2025-01-26 21:18:29.108,2.0,2025-01-26 21:18:36.383,480,f,goat,turkey,goat,find,hard-distractor,2,3.167748,4.047907,0.187,31,40 or more weeks,en vi,,18
0,4NMBBT,easy-cheese-mud,2025-02-05 00:59:22.166,2.0,2025-02-05 00:59:29.416,420,f,mud,cheese,cheese,find,easy,2,3.1487480000000003,4.128068000000001,0.168,31,37 weeks,en,,18
0,L7Y4Y6,hard-snail-worm,2025-01-27 13:48:12.532,360.0,2025-01-27 13:48:20.141,510,m,snail,worm,snail,see,hard,2,3.1087480000000003,3.988907,0.128,31,40 or more weeks,en,,18
0,5QCS4M,easy-squirrel-eagle-distractor,2025-01-25 20:51:18.906,147.0,2025-01-25 20:51:26.326,750,f,eagle,squirrel,eagle,see,easy-distractor,2,3.283748,4.2630680000000005,0.303,31,39 weeks,en ko,,18
0,KQVXY5,easy-turtle-horse,2025-01-31 21:42:22.715,4.0,2025-01-31 21:42:29.973,540,m,turtle,horse,turtle,find,easy,2,3.2497480000000003,4.229068,0.269,31,40 or more weeks,en,,18
0,FHRCdd,hard-turtle-frog-distractor,2025-01-24 17:31:29.043,190.0,2025-01-24 17:31:36.483,540,m,frog,turtle,frog,where,hard-distractor,2,3.182748,4.062907,0.202,31,39 weeks,en ur,,18
0,YTcBUS,hard-turtle-frog-distractor,2025-01-31 13:16:24.937,122.0,2025-01-31 13:16:32.310,480,f,turtle,frog,frog,where,hard-distractor,2,3.182748,4.062907,0.202,31,38 weeks,en es,,18
0,GNXMNQ,easy-acorn-key,2025-01-24 00:46:37.865,57.0,2025-01-24 00:46:45.180,660,m,acorn,key,acorn,where,easy,2,3.1567480000000003,4.136068,0.176,31,37 weeks,en te ur,,18
0,dKKWAR,hard-squirrel-monkey,2025-01-23 19:29:16.773,6.0,2025-01-23 19:29:24.345,450,m,monkey,squirrel,squirrel,see,hard,2,3.127748,4.107068,0.147,31,40 or more weeks,en,,18
0,F3CcKG,hard-turtle-frog,2025-02-01 18:00:00.392,5.0,2025-02-01 18:00:07.658,720,m,turtle,frog,turtle,see,hard,2,3.2497480000000003,4.229068,0.269,31,40 or more weeks,en,,18
0,R6N65Q,easy-turtle-horse-distractor,2025-01-27 23:53:09.488,62.0,2025-01-27 23:53:16.803,540,m,turtle,horse,horse,look_at,easy-distractor,2,3.149748,4.029907000000001,0.169,31,40 or more weeks,en,,18
0,WNKKAU,hard-acorn-coconut-distractor,2025-01-31 20:28:57.588,264.0,2025-01-31 20:29:05.110,660,f,coconut,acorn,coconut,where,hard-distractor,2,3.271748,4.394515,0.291,31,40 or more weeks,en cmn,,18
0,DAPGVL,easy-acorn-key-distractor,2025-02-01 22:15:52.164,184.0,2025-02-01 22:15:59.598,690,f,acorn,key,key,see,easy-distractor,2,3.2817480000000003,4.161907,0.301,31,37 weeks,en cmn,,18
0,WPc43L,hard-squirrel-monkey-distractor,2025-02-03 15:37:46.616,106.0,2025-02-03 15:37:53.996,450,f,squirrel,monkey,monkey,see,hard-distractor,2,3.1697480000000002,4.149068,0.189,31,38 weeks,en,,18
0,KSHNP3,easy-snail-cow-distractor,2025-02-02 23:10:09.932,129.0,2025-02-02 23:10:17.499,660,f,cow,snail,cow,see,easy-distractor,2,3.1847480000000004,4.064907000000001,0.204,31,40 or more weeks,en es,,18
0,HEYJKC,hard-snail-worm,2025-01-27 14:03:28.888,103.0,2025-01-27 14:03:36.254,600,m,worm,snail,snail,where,hard,2,3.1367480000000003,4.016907000000001,0.156,31,39 weeks,en,,18
0,6THVBG,hard-bulldozer-tractor,2025-01-12 15:21:11.320,64.0,2025-01-12 15:21:18.651,510,f,tractor,bulldozer,bulldozer,where,hard,2,3.210748,4.333515,0.23,31,39 weeks,en,,18
0,RBNPDB,easy-turtle-horse,2025-01-31 23:41:27.090,1.0,2025-01-31 23:41:34.369,570,f,turtle,horse,turtle,where,easy,2,3.231748,4.211068,0.251,31,40 or more weeks,en am es tl,,18
0,5QNJK3,easy-squirrel-eagle-distractor,2025-01-30 19:14:44.824,104.0,2025-01-30 19:14:52.192,690,f,eagle,squirrel,eagle,see,easy-distractor,2,3.283748,4.2630680000000005,0.303,31,40 or more weeks,en,,18
0,XMJ25D,easy-potato-glasses,2025-01-23 19:47:22.469,3.0,2025-01-23 19:47:29.738,690,m,potato,glasses,potato,look_at,easy,2,3.210748,4.333515,0.23,31,39 weeks,en,,18
0,VcKZT3,hard-cheese-butter-distractor,2025-01-28 02:53:08.168,6.0,2025-01-28 02:53:15.456,690,f,cheese,butter,butter,see,hard-distractor,2,3.234748,4.214068,0.254,31,39 weeks,en,,18
0,cZRGZV,easy-turkey-swan,2025-01-27 01:06:45.653,168.0,2025-01-27 01:06:53.074,630,f,turkey,swan,turkey,find,easy,2,3.2257480000000003,4.205068000000001,0.245,31,39 weeks,en es,,18
0,YLPTX3,easy-potato-glasses-distractor,2025-01-29 17:38:33.683,267.0,2025-01-29 17:38:41.193,750,f,glasses,potato,glasses,look_at,easy-distractor,2,3.1207480000000003,4.100068,0.14,31,37 weeks,en,,18
0,CLHZRF,easy-turtle-horse,2025-01-28 15:15:58.867,85.0,2025-01-28 15:16:06.245,570,m,turtle,horse,turtle,look_at,easy,2,3.231748,4.211068,0.251,31,37 weeks,en it,,18
0,CKRG26,hard-bulldozer-tractor,2025-01-26 01:32:44.791,18.0,2025-01-26 01:32:52.208,630,f,tractor,bulldozer,bulldozer,where,hard,2,3.210748,4.333515,0.23,31,40 or more weeks,en,,18
0,JCGdVD,hard-acorn-coconut,2025-01-30 20:25:08.892,148.0,2025-01-30 20:25:16.303,720,f,coconut,acorn,acorn,see,hard,2,3.216748,4.196068,0.236,31,40 or more weeks,en,,18
0,FHADJV,hard-acorn-coconut-distractor,2025-01-29 17:23:15.099,9.0,2025-01-29 17:23:22.379,630,f,acorn,coconut,coconut,see,hard-distractor,2,3.258748,4.381515,0.278,31,40 or more weeks,en,,18
0,TUFKTQ,easy-bulldozer-orange,2025-01-25 19:03:46.397,221.0,2025-01-25 19:03:53.889,450,f,bulldozer,orange,bulldozer,find,easy,2,3.163748,4.286515,0.183,31,39 weeks,en,,18
0,BFLJ23,easy-acorn-key-distractor,2025-01-29 21:42:19.264,129.0,2025-01-29 21:42:26.667,450,f,acorn,key,key,where,easy-distractor,2,3.275748,4.155907,0.295,31,40 or more weeks,en,,18
0,HKHYFS,easy-turkey-swan-distractor,2025-01-27 22:55:11.911,0.0,2025-01-27 22:55:19.515,690,f,turkey,swan,swan,where,easy-distractor,2,3.145748,4.025907,0.165,31,39 weeks,en,,18
0,7Cd6EE,easy-potato-glasses-distractor,2025-02-05 01:24:31.970,89.0,2025-02-05 01:24:39.321,570,f,glasses,potato,glasses,find,easy-distractor,2,3.1607480000000003,4.140068,0.18,32,39 weeks,en,,19
0,F3CcKG,hard-potato-pot-distractor,2025-02-01 18:00:13.992,10.0,2025-02-01 18:00:21.287,720,m,pot,potato,pot,find,hard-distractor,2,3.238748,4.118907,0.258,32,40 or more weeks,en,,19
0,HEYJKC,hard-potato-pot-distractor,2025-01-27 14:03:37.389,107.0,2025-01-27 14:03:44.764,600,m,potato,pot,pot,see,hard-distractor,2,3.238748,4.118907,0.258,32,39 weeks,en,,19
0,UUQJAd,hard-snail-worm-distractor,2025-01-24 13:29:50.198,167.0,2025-01-24 13:29:57.599,570,f,worm,snail,worm,look_at,hard-distractor,2,3.1197480000000004,3.9999070000000003,0.139,32,38 weeks,en fr,,19
0,QEKHZQ,easy-turtle-horse,2025-01-26 21:18:42.306,1.0,2025-01-26 21:18:49.564,480,f,horse,turtle,turtle,look_at,easy,2,3.231748,4.211068,0.251,32,40 or more weeks,en vi,,19
0,FHADJV,easy-cheese-mud,2025-01-29 17:23:25.761,6.0,2025-01-29 17:23:33.040,630,f,cheese,mud,cheese,find,easy,2,3.1487480000000003,4.128068000000001,0.168,32,40 or more weeks,en,,19
0,BNGJFC,easy-squirrel-eagle,2025-02-03 15:58:10.585,4.0,2025-02-03 15:58:17.854,540,m,eagle,squirrel,squirrel,where,easy,2,3.090748,4.070068,0.11,32,39 weeks,en,,19
0,CKRG26,easy-acorn-key-distractor,2025-01-26 01:32:54.105,313.0,2025-01-26 01:33:01.772,630,f,acorn,key,key,see,easy-distractor,2,3.2817480000000003,4.161907,0.301,32,40 or more weeks,en,,19
0,WNKKAU,easy-turkey-swan-distractor,2025-01-31 20:29:05.738,288.0,2025-01-31 20:29:13.269,660,f,swan,turkey,swan,see,easy-distractor,2,3.110748,3.990907,0.13,32,40 or more weeks,en cmn,,19
0,L7Y4Y6,hard-turtle-frog-distractor,2025-01-27 13:48:21.442,335.0,2025-01-27 13:48:29.022,510,m,turtle,frog,frog,where,hard-distractor,2,3.182748,4.062907,0.202,32,40 or more weeks,en,,19
0,YdTQWK,easy-snail-cow,2025-02-02 15:14:08.250,1.0,2025-02-02 15:14:15.493,480,f,snail,cow,snail,find,easy,2,3.1087480000000003,3.988907,0.128,32,39 weeks,en es,,19
0,d4HUR3,easy-turtle-horse,2025-01-24 02:50:24.661,4.0,2025-01-24 02:50:32.167,480,f,turtle,horse,turtle,find,easy,2,3.2497480000000003,4.229068,0.269,32,39 weeks,en,,19
0,UQBHFH,easy-acorn-key-distractor,2025-01-24 14:13:14.583,57.0,2025-01-24 14:13:21.894,510,f,acorn,key,key,look_at,easy-distractor,2,3.275748,4.155907,0.295,32,40 or more weeks,en fr es,,19
0,YLPTX3,easy-acorn-key,2025-01-29 17:38:41.960,235.0,2025-01-29 17:38:49.453,750,f,acorn,key,acorn,where,easy,2,3.1567480000000003,4.136068,0.176,32,37 weeks,en,,19
0,M63GEd,easy-potato-glasses,2025-01-25 18:08:52.440,8.0,2025-01-25 18:08:59.814,660,f,potato,glasses,potato,look_at,easy,2,3.210748,4.333515,0.23,32,38 weeks,en,,19
0,6THVBG,hard-squirrel-monkey,2025-01-12 15:21:20.767,79.0,2025-01-12 15:21:28.111,510,f,squirrel,monkey,squirrel,find,hard,2,3.127748,4.107068,0.147,32,39 weeks,en,,19
0,JULN7W,hard-squirrel-monkey,2025-02-01 23:25:19.662,2.0,2025-02-01 23:25:26.932,420,f,monkey,squirrel,squirrel,look_at,hard,2,3.090748,4.070068,0.11,32,39 weeks,en cmn,,19
0,QGVDBW,hard-turkey-goat-distractor,2025-01-27 14:58:53.120,534.0,2025-01-27 14:59:00.898,480,m,turkey,goat,goat,see,hard-distractor,2,3.167748,4.047907,0.187,32,40 or more weeks,en ru,,19
0,NPV5EF,easy-acorn-key,2025-01-23 18:03:36.337,5.0,2025-01-23 18:03:43.613,570,m,acorn,key,acorn,where,easy,2,3.1567480000000003,4.136068,0.176,32,39 weeks,en hak cmn ru,,19
0,RBNPDB,easy-cheese-mud-distractor,2025-01-31 23:41:36.641,321.0,2025-01-31 23:41:44.219,570,f,cheese,mud,mud,look_at,easy-distractor,2,3.135748,4.015907,0.155,32,40 or more weeks,en am es tl,,19
0,JCGdVD,easy-potato-glasses,2025-01-30 20:25:18.405,480.0,2025-01-30 20:25:26.164,720,f,glasses,potato,potato,find,easy,2,3.222748,4.345515000000001,0.242,32,40 or more weeks,en,,19
0,TUFKTQ,hard-potato-pot-distractor,2025-01-25 19:03:55.595,218.0,2025-01-25 19:04:03.083,450,f,pot,potato,pot,look_at,hard-distractor,2,3.308748,4.188907,0.328,32,39 weeks,en,,19
0,dKKWAR,easy-snail-cow,2025-01-23 19:29:26.714,2.0,2025-01-23 19:29:34.075,450,m,cow,snail,snail,find,easy,2,3.1087480000000003,3.988907,0.128,32,40 or more weeks,en,,19
0,4NMBBT,easy-snail-cow-distractor,2025-02-05 00:59:33.195,110.0,2025-02-05 00:59:40.566,420,f,snail,cow,cow,where,easy-distractor,2,3.1607480000000003,4.040907000000001,0.18,32,37 weeks,en,,19
0,VcKZT3,easy-squirrel-eagle-distractor,2025-01-28 02:53:17.089,7.0,2025-01-28 02:53:24.375,690,f,eagle,squirrel,eagle,find,easy-distractor,2,3.283748,4.2630680000000005,0.303,32,39 weeks,en,,19
0,CLHZRF,easy-turkey-swan-distractor,2025-01-28 15:16:10.507,456.0,2025-01-28 15:16:18.245,570,m,turkey,swan,swan,find,easy-distractor,2,3.110748,3.990907,0.13,32,37 weeks,en it,,19
0,MDcFCL,hard-squirrel-monkey-distractor,2025-02-05 00:53:21.521,403.0,2025-02-05 00:53:29.181,630,m,monkey,squirrel,monkey,where,hard-distractor,2,3.114748,4.094068,0.134,32,37 weeks,en,,19
0,KQVXY5,easy-squirrel-eagle-distractor,2025-01-31 21:42:33.317,7.0,2025-01-31 21:42:40.574,540,m,eagle,squirrel,eagle,look_at,easy-distractor,2,3.303748,4.283068,0.323,32,40 or more weeks,en,,19
0,XMJ25D,hard-turtle-frog,2025-01-23 19:47:31.464,25.0,2025-01-23 19:47:38.739,690,m,frog,turtle,turtle,see,hard,2,3.2497480000000003,4.229068,0.269,32,39 weeks,en,,19
0,cZRGZV,hard-cheese-butter,2025-01-27 01:06:53.877,150.0,2025-01-27 01:07:01.273,630,f,cheese,butter,cheese,look_at,hard,2,3.146748,4.126068,0.166,32,39 weeks,en es,,19
0,ACW6AZ,easy-acorn-key,2025-01-26 17:09:08.832,192.0,2025-01-26 17:09:16.278,630,f,acorn,key,acorn,see,easy,2,3.216748,4.196068,0.236,32,39 weeks,en egy,,19
0,KSHNP3,hard-bulldozer-tractor-distractor,2025-02-02 23:10:19.330,141.0,2025-02-02 23:10:26.971,660,f,bulldozer,tractor,tractor,look_at,hard-distractor,2,3.1727480000000003,4.152068,0.192,32,40 or more weeks,en es,,19
0,QGTESM,hard-turkey-goat,2025-01-25 17:28:21.345,13.0,2025-01-25 17:28:28.741,630,m,goat,turkey,turkey,look_at,hard,2,3.224748,4.2040679999999995,0.244,32,39 weeks,en,,19
0,5QNJK3,easy-potato-glasses,2025-01-30 19:14:54.580,100.0,2025-01-30 19:15:01.963,690,f,glasses,potato,potato,find,easy,2,3.222748,4.345515000000001,0.242,32,40 or more weeks,en,,19
0,R6N65Q,hard-acorn-coconut,2025-01-27 23:53:21.751,79.0,2025-01-27 23:53:29.093,540,m,acorn,coconut,acorn,where,hard,2,3.1567480000000003,4.136068,0.176,32,40 or more weeks,en,,19
0,BFLJ23,hard-cheese-butter,2025-01-29 21:42:28.359,172.0,2025-01-29 21:42:35.806,450,f,butter,cheese,cheese,see,hard,2,3.1487480000000003,4.128068000000001,0.168,32,40 or more weeks,en,,19
0,HKHYFS,hard-squirrel-monkey,2025-01-27 22:55:20.923,6.0,2025-01-27 22:55:28.334,690,f,squirrel,monkey,squirrel,look_at,hard,2,3.090748,4.070068,0.11,32,39 weeks,en,,19
0,QWGKVS,hard-potato-pot-distractor,2025-01-24 16:56:57.094,2.0,2025-01-24 16:57:04.388,750,m,potato,pot,pot,find,hard-distractor,2,3.238748,4.118907,0.258,32,39 weeks,en,,19
0,FHRCdd,hard-potato-pot,2025-01-24 17:31:40.101,166.0,2025-01-24 17:31:47.513,540,m,potato,pot,potato,see,hard,2,3.222748,4.345515000000001,0.242,32,39 weeks,en ur,,19
0,5QCS4M,hard-bulldozer-tractor-distractor,2025-01-25 20:51:29.736,158.0,2025-01-25 20:51:37.156,750,f,bulldozer,tractor,tractor,look_at,hard-distractor,2,3.1727480000000003,4.152068,0.192,32,39 weeks,en ko,,19
0,MGVZH3,hard-turkey-goat-distractor,2025-01-29 20:04:17.611,277.0,2025-01-29 20:04:25.153,720,f,goat,turkey,goat,see,hard-distractor,2,3.167748,4.047907,0.187,32,40 or more weeks,en fr cmn,,19
0,YTcBUS,hard-cheese-butter,2025-01-31 13:16:34.683,113.0,2025-01-31 13:16:42.060,480,f,cheese,butter,cheese,see,hard,2,3.1487480000000003,4.128068000000001,0.168,32,38 weeks,en es,,19
0,WPc43L,easy-potato-glasses,2025-02-03 15:38:00.739,97.0,2025-02-03 15:38:08.108,450,f,potato,glasses,potato,look_at,easy,2,3.210748,4.333515,0.23,32,38 weeks,en,,19
0,DAPGVL,easy-snail-cow,2025-02-01 22:16:01.141,169.0,2025-02-01 22:16:08.557,690,f,cow,snail,snail,look_at,easy,2,3.1367480000000003,4.016907000000001,0.156,32,37 weeks,en cmn,,19
0,ZM4dG6,hard-squirrel-monkey,2025-01-29 16:29:00.488,157.0,2025-01-29 16:29:07.935,570,f,squirrel,monkey,squirrel,where,hard,2,3.090748,4.070068,0.11,32,37 weeks,en yue,,19
0,YK3WN6,hard-acorn-coconut-distractor,2025-01-27 22:40:54.560,19.0,2025-01-27 22:41:01.821,720,m,acorn,coconut,coconut,find,hard-distractor,2,3.258748,4.381515,0.278,32,39 weeks,en,,19
0,GNXMNQ,hard-turtle-frog,2025-01-24 00:46:46.274,61.0,2025-01-24 00:46:53.580,660,m,turtle,frog,turtle,see,hard,2,3.2497480000000003,4.229068,0.269,32,37 weeks,en te ur,,19
0,YTcBUS,hard-snail-worm-distractor,2025-01-31 13:16:44.497,104.0,2025-01-31 13:16:51.870,480,f,snail,worm,worm,find,hard-distractor,2,3.182748,4.062907,0.202,33,38 weeks,en es,,20
0,MDcFCL,easy-potato-glasses,2025-02-05 00:53:30.611,259.0,2025-02-05 00:53:38.121,630,m,glasses,potato,potato,look_at,easy,2,3.210748,4.333515,0.23,33,37 weeks,en,,20
0,BFLJ23,hard-squirrel-monkey,2025-01-29 21:42:37.444,79.0,2025-01-29 21:42:44.786,450,f,squirrel,monkey,squirrel,find,hard,2,3.127748,4.107068,0.147,33,40 or more weeks,en,,20
0,YdTQWK,easy-acorn-key,2025-02-02 15:14:18.617,1.0,2025-02-02 15:14:19.544,480,f,key,acorn,acorn,look_at,easy,2,3.1567480000000003,4.136068,0.176,33,39 weeks,en es,,20
0,F3CcKG,easy-bulldozer-orange,2025-02-01 18:00:27.434,5.0,2025-02-01 18:00:34.707,720,m,orange,bulldozer,bulldozer,where,easy,2,3.210748,4.333515,0.23,33,40 or more weeks,en,,20
0,WNKKAU,easy-squirrel-eagle-distractor,2025-01-31 20:29:14.152,283.0,2025-01-31 20:29:21.689,660,f,eagle,squirrel,eagle,find,easy-distractor,2,3.283748,4.2630680000000005,0.303,33,40 or more weeks,en cmn,,20
0,DAPGVL,easy-cheese-mud,2025-02-01 22:16:10.118,183.0,2025-02-01 22:16:17.557,690,f,mud,cheese,cheese,where,easy,2,3.146748,4.126068,0.166,33,37 weeks,en cmn,,20
0,BNGJFC,hard-cheese-butter-distractor,2025-02-03 15:58:20.714,5.0,2025-02-03 15:58:27.984,540,m,cheese,butter,butter,see,hard-distractor,2,3.234748,4.214068,0.254,33,39 weeks,en,,20
0,MGVZH3,hard-turtle-frog-distractor,2025-01-29 20:04:27.094,293.0,2025-01-29 20:04:34.644,720,f,frog,turtle,frog,look_at,hard-distractor,2,3.182748,4.062907,0.202,33,40 or more weeks,en fr cmn,,20
0,JULN7W,easy-acorn-key,2025-02-01 23:25:32.511,256.0,2025-02-01 23:25:40.032,420,f,acorn,key,acorn,where,easy,2,3.1567480000000003,4.136068,0.176,33,39 weeks,en cmn,,20
0,KQVXY5,easy-bulldozer-orange-distractor,2025-01-31 21:42:46.051,4.0,2025-01-31 21:42:53.315,540,m,orange,bulldozer,orange,where,easy-distractor,2,3.175748,4.155068,0.195,33,40 or more weeks,en,,20
0,KSHNP3,easy-potato-glasses,2025-02-02 23:10:28.829,260.0,2025-02-02 23:10:36.535,660,f,glasses,potato,potato,find,easy,2,3.222748,4.345515000000001,0.242,33,40 or more weeks,en es,,20
0,4NMBBT,hard-squirrel-monkey,2025-02-05 00:59:44.195,179.0,2025-02-05 00:59:51.646,420,f,monkey,squirrel,squirrel,see,hard,2,3.127748,4.107068,0.147,33,37 weeks,en,,20
0,JCGdVD,easy-cheese-mud,2025-01-30 20:25:27.933,207.0,2025-01-30 20:25:35.405,720,f,cheese,mud,cheese,where,easy,2,3.146748,4.126068,0.166,33,40 or more weeks,en,,20
0,WPc43L,easy-bulldozer-orange,2025-02-03 15:38:14.849,2.0,2025-02-03 15:38:22.137,450,f,orange,bulldozer,bulldozer,find,easy,2,3.163748,4.286515,0.183,33,38 weeks,en,,20
0,5QNJK3,hard-acorn-coconut-distractor,2025-01-30 19:15:03.774,232.0,2025-01-30 19:15:11.302,690,f,acorn,coconut,coconut,look_at,hard-distractor,2,3.271748,4.394515,0.291,33,40 or more weeks,en,,20
0,RBNPDB,easy-squirrel-eagle,2025-01-31 23:41:47.087,310.0,2025-01-31 23:41:54.649,570,f,eagle,squirrel,squirrel,find,easy,2,3.127748,4.107068,0.147,33,40 or more weeks,en am es tl,,20
0,7Cd6EE,hard-bulldozer-tractor-distractor,2025-02-05 01:24:40.814,82.0,2025-02-05 01:24:48.154,570,f,bulldozer,tractor,tractor,see,hard-distractor,2,3.1647480000000003,4.144068000000001,0.184,33,39 weeks,en,,20
0,ACW6AZ,easy-turtle-horse-distractor,2025-01-26 17:09:18.924,192.0,2025-01-26 17:09:26.368,630,f,turtle,horse,horse,look_at,easy-distractor,2,3.149748,4.029907000000001,0.169,33,39 weeks,en egy,,20
0,QWGKVS,hard-acorn-coconut-distractor,2025-01-24 16:57:05.234,72.0,2025-01-24 16:57:12.568,750,m,acorn,coconut,coconut,see,hard-distractor,2,3.258748,4.381515,0.278,33,39 weeks,en,,20
0,M63GEd,hard-squirrel-monkey,2025-01-25 18:09:02.952,5.0,2025-01-25 18:09:10.360,660,f,monkey,squirrel,squirrel,see,hard,2,3.127748,4.107068,0.147,33,38 weeks,en,,20
0,XMJ25D,easy-acorn-key,2025-01-23 19:47:40.550,2.0,2025-01-23 19:47:47.819,690,m,acorn,key,acorn,find,easy,2,3.216748,4.196068,0.236,33,39 weeks,en,,20
0,FHADJV,hard-turkey-goat,2025-01-29 17:23:36.289,4.0,2025-01-29 17:23:43.558,630,f,turkey,goat,turkey,where,hard,2,3.224748,4.2040679999999995,0.244,33,40 or more weeks,en,,20
0,cZRGZV,easy-snail-cow,2025-01-27 01:07:01.941,159.0,2025-01-27 01:07:09.353,630,f,cow,snail,snail,where,easy,2,3.1367480000000003,4.016907000000001,0.156,33,39 weeks,en es,,20
0,HEYJKC,easy-turtle-horse,2025-01-27 14:03:45.728,107.0,2025-01-27 14:03:53.104,600,m,turtle,horse,turtle,find,easy,2,3.2497480000000003,4.229068,0.269,33,39 weeks,en,,20
0,UQBHFH,easy-squirrel-eagle,2025-01-24 14:13:23.575,42.0,2025-01-24 14:13:27.111,510,f,squirrel,eagle,squirrel,see,easy,2,3.127748,4.107068,0.147,33,40 or more weeks,en fr es,,20
0,HKHYFS,hard-bulldozer-tractor-distractor,2025-01-27 22:55:29.723,4.0,2025-01-27 22:55:37.294,690,f,bulldozer,tractor,tractor,see,hard-distractor,2,3.1647480000000003,4.144068000000001,0.184,33,39 weeks,en,,20
0,NPV5EF,hard-bulldozer-tractor,2025-01-23 18:03:45.811,5.0,2025-01-23 18:03:53.093,570,m,bulldozer,tractor,bulldozer,find,hard,2,3.163748,4.286515,0.183,33,39 weeks,en hak cmn ru,,20
0,TUFKTQ,easy-snail-cow,2025-01-25 19:04:05.307,3.0,2025-01-25 19:04:12.598,450,f,cow,snail,snail,see,easy,2,3.1087480000000003,3.988907,0.128,33,39 weeks,en,,20
0,QEKHZQ,easy-bulldozer-orange-distractor,2025-01-26 21:18:55.605,2.0,2025-01-26 21:19:02.885,480,f,bulldozer,orange,orange,see,easy-distractor,2,3.1967480000000004,4.176068000000001,0.216,33,40 or more weeks,en vi,,20
0,6THVBG,hard-potato-pot-distractor,2025-01-12 15:21:30.419,82.0,2025-01-12 15:21:37.750,510,f,pot,potato,pot,see,hard-distractor,2,3.238748,4.118907,0.258,33,39 weeks,en,,20
0,CKRG26,hard-turtle-frog-distractor,2025-01-26 01:33:04.082,245.0,2025-01-26 01:33:11.719,630,f,frog,turtle,frog,look_at,hard-distractor,2,3.182748,4.062907,0.202,33,40 or more weeks,en,,20
0,d4HUR3,easy-acorn-key-distractor,2025-01-24 02:50:34.045,275.0,2025-01-24 02:50:41.569,480,f,acorn,key,key,see,easy-distractor,2,3.2817480000000003,4.161907,0.301,33,39 weeks,en,,20
0,QGVDBW,easy-turtle-horse,2025-01-27 14:59:04.018,498.0,2025-01-27 14:59:11.755,480,m,horse,turtle,turtle,where,easy,2,3.231748,4.211068,0.251,33,40 or more weeks,en ru,,20
0,R6N65Q,hard-potato-pot-distractor,2025-01-27 23:53:36.547,4.0,2025-01-27 23:53:43.813,540,m,potato,pot,pot,see,hard-distractor,2,3.238748,4.118907,0.258,33,40 or more weeks,en,,20
0,GNXMNQ,easy-bulldozer-orange-distractor,2025-01-24 00:46:54.703,55.0,2025-01-24 00:47:02.000,660,m,orange,bulldozer,orange,look_at,easy-distractor,2,3.175748,4.155068,0.195,33,37 weeks,en te ur,,20
0,5QCS4M,easy-acorn-key,2025-01-25 20:51:40.766,143.0,2025-01-25 20:51:48.166,750,f,key,acorn,acorn,find,easy,2,3.216748,4.196068,0.236,33,39 weeks,en ko,,20
0,ZM4dG6,easy-acorn-key,2025-01-29 16:29:09.001,157.0,2025-01-29 16:29:16.450,570,f,key,acorn,acorn,find,easy,2,3.216748,4.196068,0.236,33,37 weeks,en yue,,20
0,L7Y4Y6,easy-bulldozer-orange,2025-01-27 13:48:30.147,343.0,2025-01-27 13:48:37.742,510,m,bulldozer,orange,bulldozer,find,easy,2,3.163748,4.286515,0.183,33,40 or more weeks,en,,20
0,dKKWAR,hard-cheese-butter,2025-01-23 19:29:36.527,1.0,2025-01-23 19:29:44.055,450,m,cheese,butter,cheese,where,hard,2,3.146748,4.126068,0.166,33,40 or more weeks,en,,20
0,FHRCdd,easy-turkey-swan-distractor,2025-01-24 17:31:52.896,170.0,2025-01-24 17:32:00.313,540,m,swan,turkey,swan,look_at,easy-distractor,2,3.145748,4.025907,0.165,33,39 weeks,en ur,,20
0,CLHZRF,easy-potato-glasses-distractor,2025-01-28 15:16:21.546,182.0,2025-01-28 15:16:29.016,570,m,glasses,potato,glasses,where,easy-distractor,2,3.1207480000000003,4.100068,0.14,33,37 weeks,en it,,20
0,VcKZT3,easy-snail-cow,2025-01-28 02:53:25.958,9.0,2025-01-28 02:53:33.235,690,f,cow,snail,snail,where,easy,2,3.1367480000000003,4.016907000000001,0.156,33,39 weeks,en,,20
0,YLPTX3,easy-turtle-horse,2025-01-29 17:38:50.184,276.0,2025-01-29 17:38:57.713,750,f,turtle,horse,turtle,find,easy,2,3.2497480000000003,4.229068,0.269,33,37 weeks,en,,20
0,YK3WN6,hard-turtle-frog,2025-01-27 22:41:03.696,29.0,2025-01-27 22:41:10.980,720,m,frog,turtle,turtle,look_at,hard,2,3.231748,4.211068,0.251,33,39 weeks,en,,20
0,UUQJAd,easy-cheese-mud-distractor,2025-01-24 13:29:59.258,124.0,2025-01-24 13:30:06.629,570,f,mud,cheese,mud,where,easy-distractor,2,3.135748,4.015907,0.155,33,38 weeks,en fr,,20
